race_id,race_level,race_season,driver_number,driver_full_name,manufacturer,finishing_position,NASCAR_driver_id,lap_num,lap_time,lap_speed,lap_running_position
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,0,,,9
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,1,24.184,111.644,8
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,2,23.076,117.005,8
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,3,23.126,116.752,8
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,4,22.979,117.499,7
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,5,22.994,117.422,7
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,6,23.116,116.802,7
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,7,23.291,115.925,7
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,8,23.456,115.109,7
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,9,23.42,115.286,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,10,23.387,115.449,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,11,23.495,114.918,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,12,23.523,114.781,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,13,23.745,113.708,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,14,23.836,113.274,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,15,23.89,113.018,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,16,23.953,112.721,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,17,24.101,112.029,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,18,24.171,111.704,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,19,24.111,111.982,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,20,24.06,112.219,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,21,24.252,111.331,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,22,24.385,110.724,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,23,24.462,110.375,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,24,24.511,110.155,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,25,24.461,110.380,4
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,26,24.824,108.766,4
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,27,24.722,109.214,4
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,28,24.482,110.285,4
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,29,24.734,109.161,4
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,30,24.666,109.462,4
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,31,30.899,87.381,4
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,32,44.504,60.669,4
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,33,54.985,49.104,4
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,34,65.972,40.926,8
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,35,54.974,49.114,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,36,59.296,45.534,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,37,55.257,48.863,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,38,23.835,113.279,6
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,39,22.869,118.064,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,40,23.24,116.179,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,41,23.178,116.490,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,42,23.28,115.979,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,43,23.241,116.174,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,44,23.364,115.562,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,45,23.507,114.859,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,46,23.581,114.499,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,47,23.669,114.073,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,48,23.789,113.498,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,49,23.884,113.046,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,50,23.93,112.829,5
4900,1,2020,2,Brad Keselowski (P),Frd,1,1816,51,24.057,112.233,5
