race_id,start_lap,end_lap,car_number
4770,0,0,21
4770,1,1,18
4770,2,24,21
4770,25,27,3
4770,28,55,21
4770,56,59,48
4771,1,15,24
4771,16,16,00
4771,17,60,4
4772,1,11,88
4772,12,13,14
4772,14,20,62
4772,21,59,14
4772,60,60,22
4773,1,2,24
4773,3,6,17
4773,7,21,95
4773,22,22,18
4773,23,34,17
4773,35,61,18
4773,62,72,22
4773,73,73,8
4773,74,107,95
4773,108,108,18
4773,109,121,12
4773,122,163,24
4773,164,169,40
4773,170,190,11
4773,191,198,18
4773,199,207,11
4774,0,0,10
4774,1,1,17
4774,2,37,10
4774,38,87,42
4774,88,88,19
4774,89,91,4
4774,92,92,42
4774,93,111,4
4774,112,125,42
4774,126,126,4
4774,127,128,22
4774,129,152,42
4774,153,153,4
4774,154,161,42
4774,162,172,4
4774,173,173,19
4774,174,177,4
4774,178,220,42
4774,221,221,19
4774,222,223,42
4774,224,224,19
4774,225,230,4
4774,231,271,12
4774,272,282,22
4774,283,283,1
4774,284,292,22
4774,293,325,2
4775,1,43,4
4775,44,49,22
4775,50,61,41
4775,62,83,4
4775,84,96,2
4775,97,119,22
4775,120,128,18
4775,129,149,24
4775,150,163,22
4775,164,168,1
4775,169,169,22
4775,170,187,1
4775,188,210,4
4775,211,215,22
4775,216,219,18
4775,220,224,17
4775,225,226,3
4775,227,239,22
4775,240,243,2
4775,244,267,22
4776,1,35,12
4776,36,40,18
4776,41,41,12
4776,42,45,11
4776,46,65,18
4776,66,66,11
4776,67,79,12
4776,80,152,18
4776,153,153,11
4776,154,195,18
4776,196,196,12
4776,197,200,48
4776,201,220,18
4776,221,221,11
4776,222,225,8
4776,226,251,10
4776,252,295,12
4776,296,312,18
4777,0,0,3
4777,1,2,11
4777,3,9,10
4777,10,12,11
4777,13,30,18
4777,31,33,24
4777,34,56,18
4777,57,59,11
4777,60,69,18
4777,70,71,22
4777,72,122,18
4777,123,160,2
4777,161,165,18
4777,166,166,17
4777,167,168,12
4777,169,169,18
4777,170,173,2
4777,174,174,22
4777,175,200,18
4778,1,5,22
4778,6,324,2
4778,325,373,9
4778,374,500,2
4779,1,59,48
4779,60,60,22
4779,61,62,3
4779,63,65,18
4779,66,79,24
4779,80,82,14
4779,83,88,22
4779,89,98,19
4779,99,108,18
4779,109,143,9
4779,144,144,22
4779,145,155,18
4779,156,172,11
4779,173,217,12
4779,218,220,41
4779,221,238,18
4779,239,239,48
4779,240,245,41
4779,246,257,18
4779,258,260,10
4779,261,263,20
4779,264,275,18
4779,276,302,20
4779,303,318,11
4779,319,319,24
4779,320,322,3
4779,323,334,11
4780,1,38,9
4780,39,40,14
4780,41,41,12
4780,42,48,11
4780,49,58,20
4780,59,117,12
4780,118,123,14
4780,124,129,13
4780,130,144,2
4780,145,255,22
4780,256,353,12
4780,354,374,22
4780,375,377,14
4780,378,378,22
4780,379,383,14
4780,384,408,18
4780,409,416,14
4780,417,417,22
4780,418,444,18
4780,445,469,2
4780,470,481,22
4780,482,500,18
4781,1,30,4
4781,31,131,18
4781,132,194,19
4781,195,246,22
4781,247,265,19
4781,266,293,2
4781,294,318,19
4781,319,321,2
4781,322,400,19
4782,0,0,3
4782,1,7,2
4782,8,8,22
4782,9,9,12
4782,10,13,22
4782,14,14,62
4782,15,16,22
4782,17,30,10
4782,31,32,22
4782,33,33,10
4782,34,34,42
4782,35,46,10
4782,47,49,19
4782,50,56,13
4782,57,60,9
4782,61,67,88
4782,68,70,2
4782,71,73,22
4782,74,75,12
4782,76,76,18
4782,77,77,12
4782,78,90,17
4782,91,92,18
4782,93,93,17
4782,94,112,9
4782,113,114,62
4782,115,132,9
4782,133,134,62
4782,135,138,20
4782,139,143,22
4782,144,151,19
4782,152,154,22
4782,155,155,95
4782,156,164,15
4782,165,166,17
4782,167,173,22
4782,174,174,18
4782,175,184,22
4782,185,188,9
4783,0,107,9
4783,108,123,22
4783,124,181,2
4783,182,182,4
4783,183,183,18
4783,184,188,24
4783,189,189,34
4783,190,223,9
4783,224,239,88
4783,240,243,19
4783,244,244,9
4783,245,319,19
4783,320,322,9
4783,323,326,48
4783,327,347,41
4783,348,400,19
4784,1,32,4
4784,33,36,24
4784,37,48,14
4784,49,62,4
4784,63,65,9
4784,66,66,18
4784,67,72,9
4784,73,83,4
4784,84,84,15
4784,85,91,1
4784,92,122,4
4784,123,123,9
4784,124,124,88
4784,125,134,37
4784,135,142,17
4784,143,143,2
4784,144,144,36
4784,145,162,9
4784,163,178,4
4784,179,228,88
4784,229,245,9
4784,246,248,17
4784,249,260,88
4784,261,271,2
4786,1,24,8
4786,25,26,42
4786,27,27,24
4786,28,50,88
4786,51,51,41
4786,52,52,43
4786,53,57,13
4786,58,62,42
4785,0,0,14
4785,1,19,4
4785,20,27,18
4785,28,31,2
4785,32,32,14
4785,33,39,18
4785,40,53,4
4785,54,54,14
4785,55,73,22
4785,74,75,9
4785,76,88,42
4787,1,24,24
4787,25,49,18
4787,50,50,24
4787,51,54,4
4787,55,58,18
4787,59,62,4
4787,63,73,19
4787,74,74,4
4787,75,81,8
4787,82,90,2
4787,91,95,4
4787,96,106,2
4787,107,127,11
4787,128,130,9
4787,131,131,19
4787,132,133,12
4787,134,162,2
4787,163,167,24
4787,168,189,2
4787,190,193,88
4787,194,194,24
4787,195,198,88
4787,199,203,2
4787,204,252,18
4787,253,258,19
4787,259,259,18
4787,260,303,19
4787,304,343,9
4787,344,392,19
4787,393,395,38
4787,396,400,19
4788,1,22,24
4788,23,51,42
4788,52,55,2
4788,56,72,18
4788,73,74,14
4788,75,94,18
4788,95,96,9
4788,97,102,42
4788,103,123,18
4788,124,124,11
4788,125,133,41
4788,134,136,24
4788,137,139,8
4788,140,160,18
4789,0,0,22
4789,1,3,11
4789,4,53,22
4789,54,54,10
4789,55,113,22
4789,114,114,12
4789,115,115,9
4789,116,116,14
4789,117,123,3
4789,124,127,22
4789,128,135,4
4789,136,141,22
4789,142,147,4
4789,148,148,22
4789,149,149,4
4789,150,174,22
4789,175,175,41
4789,176,181,2
4789,182,183,11
4789,184,185,24
4789,186,203,22
4790,0,0,42
4790,1,21,24
4790,22,24,9
4790,25,37,19
4790,38,41,11
4790,42,63,19
4790,64,66,18
4790,67,90,19
4791,1,7,3
4791,8,17,48
4791,18,19,3
4791,20,72,4
4791,73,73,11
4791,74,74,42
4791,75,75,41
4791,76,76,20
4791,77,77,6
4791,78,78,34
4791,79,82,11
4791,83,98,4
4791,99,104,24
4791,105,105,4
4791,106,108,24
4791,109,166,4
4791,167,170,42
4791,171,218,88
4791,219,219,12
4791,220,221,17
4791,222,225,4
4791,226,259,88
4791,260,261,42
4791,262,267,88
4792,1,1,22
4792,2,2,18
4792,3,35,22
4792,36,37,18
4792,38,49,4
4792,50,51,22
4792,52,52,47
4792,53,55,9
4792,56,57,17
4792,58,60,3
4792,61,62,14
4792,63,63,3
4792,64,64,12
4792,65,96,3
4792,97,97,14
4792,98,102,3
4792,103,103,37
4792,104,105,22
4792,106,109,3
4792,110,111,22
4792,112,112,21
4792,113,117,11
4792,118,118,3
4792,119,126,1
4792,127,127,77
4793,1,49,41
4793,50,52,2
4793,53,82,1
4793,83,103,17
4793,104,162,18
4793,163,163,20
4793,164,201,14
4793,202,202,1
4793,203,204,14
