race_id,series_id,race_season,result_id,finishing_position,starting_position,car_number,driver_fullname,driver_hometown,hometown_city,hometown_state,hometown_country,team_id,team_name,qualifying_order,qualifying_position,qualifying_speed,laps_led,times_led,car_make,car_model,sponsor,points_earned,playoff_points_earned,laps_completed,finishing_status,winnings,owner_fullname,crew_chief_id,crew_chief_fullname,points_position,points_delta,owner_id,official_car_number,disqualified,diff_laps,diff_time
4673,1,2018,240956,9,9,4,Kevin Harvick,,Bakersfield,California,,2766,Stewart-Haas Racing,0,9,0.0,2,1,Ford,Fusion,Busch Beer,0,,75,Running,0,Stewart-Haas Racing,,Rodney Childers,0,0,3193,4,,,
4673,1,2018,240957,13,12,9,Chase Elliott,,Dawsonville,Georgia,,2952,Hendrick Motorsports,0,12,0.0,17,3,Chevrolet,Camaro,Mountain Dew,0,,74,Running,0,Hendrick Motorsports,,Alan Gustafson,0,0,1464,9,,,
4673,1,2018,240958,3,14,41,Kurt Busch,,Las Vegas,Nevada,,2767,Stewart-Haas Racing,0,14,0.0,0,0,Ford,Fusion,Monster Energy / Haas Automation,0,,75,Running,0,Stewart-Haas Racing,,Billy Scott,0,0,4084,41,,,
4673,1,2018,240959,12,5,48,Jimmie Johnson,,El Cajon,California,,1707,Hendrick Motorsports,0,5,0.0,0,0,Chevrolet,Camaro,Lowe's for Pros,0,,74,Running,0,Hendrick Motorsports,,Chad Knaus,0,0,1237,48,,,
4673,1,2018,240960,17,16,1,Jamie McMurray,,Joplin,Missouri,,1432,Chip Ganassi Racing,0,16,0.0,0,0,Chevrolet,Camaro,CESSNA,0,,43,Accident,0,Chip Ganassi Racing,,Matt McCall,0,0,4032,1,,,
4673,1,2018,240961,10,10,42,Kyle Larson,,Elk Grove,California,,1683,Chip Ganassi Racing,0,10,0.0,1,2,Chevrolet,Camaro,DC Solar,0,,75,Running,0,Chip Ganassi Racing,,Chad Johnston,0,0,4032,42,,,
4673,1,2018,240962,15,7,95,Kasey Kahne,,Enumclaw,Washington,,2736,Leavine Family Racing,0,7,0.0,0,0,Chevrolet,Camaro,Procore,0,,74,Running,0,Leavine Family Racing,,Travis Mack,0,0,6383,95,,,
4673,1,2018,240963,6,2,11,Denny Hamlin,,Chesterfield,Virginia,,1447,Joe Gibbs Racing,0,2,0.0,8,1,Toyota,Camry,FedEx Express,0,,75,Running,0,Joe Gibbs Racing,,Michael Wheeler,0,0,1188,11,,,
4673,1,2018,240964,7,13,18,Kyle Busch,,Las Vegas,Nevada,,1524,Joe Gibbs Racing,0,13,0.0,0,0,Toyota,Camry,M&M's,0,,75,Running,0,Joe Gibbs Racing,,Adam Stevens,0,0,4047,18,,,
4673,1,2018,240965,8,4,20,Erik Jones,,Byron,Michigan,,1550,Joe Gibbs Racing,0,4,0.0,0,0,Toyota,Camry,Circle K,0,,75,Running,0,Joe Gibbs Racing,,Chris Gayle,0,0,4047,20,,,
4673,1,2018,240966,1,17,2,Brad Keselowski,,Rochester Hills,Michigan,,1547,Team Penske,0,17,0.0,43,2,Ford,Fusion,Miller Lite,0,,75,Running,0,Team Penske,,Paul Wolfe,0,0,4414,2,,,
4673,1,2018,240967,2,3,22,Joey Logano,,Middletown,Connecticut,,2593,Team Penske,0,3,0.0,1,1,Ford,Fusion,Shell Pennzoil,0,,75,Running,0,Team Penske,,Todd Gordon,0,0,4414,22,,,
4673,1,2018,240968,4,15,12,Ryan Blaney,,High Point,North Carolina,,1460,Team Penske,0,15,0.0,0,0,Ford,Fusion,Menards / Peak,0,,75,Running,0,Team Penske,,Jeremy Bullins,0,0,4414,12,,,
4673,1,2018,240969,5,1,3,Austin Dillon,,Welcome,North Carolina,,2765,Richard Childress Racing,0,1,0.0,3,2,Chevrolet,Camaro,Dow,0,,75,Running,0,Richard Childress Racing,,Justin Alexander,0,0,553,3,,,
4673,1,2018,240970,11,11,31,Ryan Newman,,South Bend,Indiana,,1632,Richard Childress Racing,0,11,0.0,0,0,Chevrolet,Camaro,TBD,0,,75,Running,0,Richard Childress Racing,,Lucas Lambert,0,0,553,31,,,
4673,1,2018,240971,14,6,78,Martin Truex Jr,,Mayetta,New Jersey,,1801,Furniture Row Racing,0,6,0.0,0,0,Toyota,Camry,5-hour ENERGY / Bass Pro Shops,0,,74,Running,0,Furniture Row Racing,,Cole Pearn,0,0,4643,78,,,
4673,1,2018,240972,16,8,17,Ricky Stenhouse Jr,,Olive Branch,Mississippi,,1513,Roush Fenway Racing,0,8,0.0,0,0,Ford,Fusion,Fastenal,0,,73,Running,0,Roush Fenway Racing,,Brian Pattie,0,0,5061,17,,,
4674,1,2018,241053,13,18,00,Jeffrey Earnhardt,,Mooresville,North Carolina,,2944,StarCom Racing,0,0,0.0,0,0,Chevrolet,Camaro,VRX Simulators,0,,63,Running,0,StarCom Racing,,Tony Furr,0,0,7374,00,,,
4674,1,2018,241054,9,12,1,Jamie McMurray,,Joplin,Missouri,,1432,Chip Ganassi Racing,0,0,0.0,0,0,Chevrolet,Camaro,McDonald's \ Cessna,2,,63,Running,0,Chip Ganassi Racing,,Matt McCall,0,0,4032,1,,,
4674,1,2018,241055,20,7,10,Aric Almirola,,Tampa,Florida,,2686,Stewart-Haas Racing,0,0,0.0,0,0,Ford,Fusion,Smithfield,0,,8,Accident,0,Stewart-Haas Racing,,John Klausmeier,0,0,3193,10,,,
4674,1,2018,241056,1,8,12,Ryan Blaney,,High Point,North Carolina,,1460,Team Penske,0,0,0.0,6,1,Ford,Fusion,Menards / Peak,10,,63,Running,0,Team Penske,,Jeremy Bullins,0,0,4414,12,,,
4674,1,2018,241057,11,14,13,Ty Dillon,,Welcome,North Carolina,,2482,Germain Racing,0,0,0.0,0,0,Chevrolet,Camaro,GEICO,0,,63,Running,0,Germain Racing,,Matt Borland,0,0,4788,13,,,
4674,1,2018,241058,4,5,17,Ricky Stenhouse Jr,,Olive Branch,Mississippi,,1513,Roush Fenway Racing,0,0,0.0,0,0,Ford,Fusion,Fastenal,7,,63,Running,0,Roush Fenway Racing,,Brian Pattie,0,0,4493,17,,,
4674,1,2018,241059,8,4,19,Daniel Suarez,,Monterrey,,,2810,Joe Gibbs Racing,0,0,0.0,0,0,Toyota,Camry,ARRIS,3,,63,Running,0,Joe Gibbs Racing,,Scott Graves,0,0,1188,19,,,
4674,1,2018,241060,16,10,2,Brad Keselowski,,Rochester Hills,Michigan,,1547,Team Penske,0,0,0.0,0,0,Ford,Fusion,Discount Tire,0,,57,Accident,0,Team Penske,,Paul Wolfe,0,0,4414,2,,,
4674,1,2018,241061,2,6,22,Joey Logano,,Middletown,Connecticut,,2593,Team Penske,0,0,0.0,56,2,Ford,Fusion,Shell Pennzoil,9,,63,Running,0,Team Penske,,Todd Gordon,0,0,4414,22,,,
4674,1,2018,241062,18,3,24,William Byron,,Charlotte,North Carolina,,1581,Hendrick Motorsports,0,0,0.0,0,0,Chevrolet,Camaro,Axalta,0,,38,Accident,0,Hendrick Motorsports,,Darian Grubb,0,0,1464,24,,,
4674,1,2018,241063,6,11,31,Ryan Newman,,South Bend,Indiana,,1632,Richard Childress Racing,0,0,0.0,0,0,Chevrolet,Camaro,Bass Pro Shops / Cabela's,5,,63,Running,0,Richard Childress Racing,,Lucas Lambert,0,0,553,31,,,
4674,1,2018,241064,10,15,37,Chris Buescher,,Prosper,Texas,,2912,JTG Daugherty Racing,0,0,0.0,0,0,Chevrolet,Camaro,Kleenex,1,,63,Running,0,JTG Daugherty Racing,,Trent Owens,0,0,4862,37,,,
4674,1,2018,241065,7,20,38,David Ragan,,Unadilla,Georgia,,2485,Front Row Motorsports,0,0,0.0,0,0,Ford,Fusion,Speedco,4,,63,Running,0,Front Row Motorsports,,Derrick Finley,0,0,4997,38,,,
4674,1,2018,241066,5,9,41,Kurt Busch,,Las Vegas,Nevada,,2767,Stewart-Haas Racing,0,0,0.0,0,0,Ford,Fusion,Haas Automation / Monster Energy,6,,63,Running,0,Stewart-Haas Racing,,Billy Scott,0,0,4084,41,,,
4674,1,2018,241067,3,13,43,Darrell Wallace Jr,,Mobile,Alabama,,1690,Richard Petty Motorsports,0,0,0.0,0,0,Chevrolet,Camaro,Click n' Close,8,,63,Running,0,Richard Petty Motorsports,,Drew Blickensderfer,0,0,2562,43,,,
4674,1,2018,241068,19,2,48,Jimmie Johnson,,El Cajon,California,,1707,Hendrick Motorsports,0,0,0.0,0,0,Chevrolet,Camaro,Lowe's for Pros,0,,8,Accident,0,Hendrick Motorsports,,Chad Knaus,0,0,1237,48,,,
4674,1,2018,241069,15,17,51,Justin Marks,,Los Altos Hills,California,,1430,Rick Ware Racing,0,0,0.0,1,1,Chevrolet,Camaro,HARRY'S,0,,63,Running,0,Rick Ware Racing,,Pat Tryson,0,0,3486,51,,,
4674,1,2018,241070,14,1,88,Alex Bowman,,Tucson,Arizona,,2273,Hendrick Motorsports,0,0,0.0,0,0,Chevrolet,Camaro,Nationwide,0,,63,Running,0,Hendrick Motorsports,,Greg Ives,0,0,1464,88,,,
4674,1,2018,241071,17,19,92,David Gilliland,,Riverside,California,,2954,RBR Enterprises,0,0,0.0,0,0,Ford,Fusion,Black's Tire Service / Carquest Auto Parts,0,,47,Accident,0,RBR Enterprises,,Michael Hester,0,0,6161,92,,,
4674,1,2018,241072,12,16,62,Brendan Gaughan,,Las Vegas,Nevada,,2794,Beard Motorsports,0,0,0.0,0,0,Chevrolet,Camaro,Beard Oil Distributing / South Point Hotel & Casino,0,,63,Running,0,Beard Motorsports,,Darren Shaw,0,0,6860,162,,,
