race_id,series_id,race_season,result_id,finishing_position,starting_position,car_number,driver_fullname,driver_hometown,hometown_city,hometown_state,hometown_country,team_id,team_name,qualifying_order,qualifying_position,qualifying_speed,laps_led,times_led,car_make,car_model,sponsor,points_earned,playoff_points_earned,laps_completed,finishing_status,winnings,owner_fullname,crew_chief_id,crew_chief_fullname,points_position,points_delta,owner_id,official_car_number,disqualified,diff_laps,diff_time
5143,1,2022,277550,7,14,41,Cole Custer,"Ladera Ranch, California",Ladera Ranch,California,United States,2767,Stewart-Haas Racing,27,14,0.0,0,0,Ford,Mustang,HaasTooling.com,0,0,150,Running,0,Stewart-Haas Racing,5023,Mike Shiplett,0,0,4084,41,False,0,4998
5143,1,2022,277552,4,16,43,Erik Jones,"Byron, Michigan",Byron,Michigan,United States,1690,Petty GMS Motorsports,29,16,0.0,0,0,Chevrolet,Camaro,FOCUSfactor,0,0,150,Running,0,Petty GMS Motorsports,6935,David Elenz,0,0,2562,43,False,0,3603
5143,1,2022,277533,0,0,10,Aric Almirola,"Tampa, Florida",Tampa,Florida,United States,2686,Stewart-Haas Racing,10,29,0.0,0,0,Ford,Mustang,Farmer John,0,0,0,,0,Stewart-Haas Racing,4938,Drew Blickensderfer,0,0,3193,10,False,0,0
5143,1,2022,277555,0,0,48,Alex Bowman,"Tucson, Arizona",Tucson,Arizona,United States,1707,Hendrick Motorsports,32,36,0.0,0,0,Chevrolet,Camaro,Ally,0,0,0,,0,Hendrick Motorsports,6679,Greg Ives,0,0,1464,48,False,0,0
5143,1,2022,277544,1,4,22,Joey Logano,"Middletown, Connecticut",Middletown,Connecticut,United States,2593,Team Penske,21,4,0.0,35,1,Ford,Mustang,Shell Pennzoil,0,0,150,Running,0,Team Penske,3629,Paul Wolfe,0,0,4414,22,False,0,0
5143,1,2022,277537,20,18,15,Ryan Preece,"Berlin, Connecticut",Berlin,Connecticut,United States,3106,Rick Ware Racing,14,18,0.0,0,0,Ford,Mustang,Jacob Companies,0,0,75,Oil Pressure,0,Rick Ware Racing,4909,Tommy Baldwin Jr,0,0,3486,15,False,75,0
5143,1,2022,277546,6,7,24,William Byron,"Charlotte, North Carolina",Charlotte,North Carolina,United States,1581,Hendrick Motorsports,23,7,0.0,0,0,Chevrolet,Camaro,Valvoline,0,0,150,Running,0,Hendrick Motorsports,6053,Rudy Fugle,0,0,1464,24,False,0,4550
5143,1,2022,277541,15,23,19,Martin Truex Jr,"Mayetta, New Jersey",Mayetta,New Jersey,United States,2810,Joe Gibbs Racing,18,23,0.0,0,0,Toyota,Camry,Bass Pro Shops,0,0,149,Running,0,Joe Gibbs Racing,7276,James Small,0,0,1187,19,False,1,0
5143,1,2022,277551,0,0,42,Ty Dillon,"Welcome, North Carolina",Welcome,North Carolina,United States,3130,Petty GMS Motorsports,28,34,0.0,0,0,Chevrolet,Camaro,Black Rifle Coffee Company,0,0,0,,0,Petty GMS Motorsports,7112,Joey Cohen,0,0,2562,42,False,0,0
5143,1,2022,277549,0,0,38,Todd Gilliland,"Sherrills Ford, North Carolina",Sherrills Ford,North Carolina,United States,2485,Front Row Motorsports,26,28,0.0,0,0,Ford,Mustang,First Phase,0,0,0,,0,Front Row Motorsports,6699,Seth Barbour,0,0,7566,38,False,0,0
