season,series_id,race_id,race_id_short,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,1,1,9,usa,Gary_Bettenhausen,Gary Bettenhausen,Terre Haute 1st National Bank,,King / Chevy,100,8050,running,80,400
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,2,11,30,usa,Chuck_Gurney,Chuck Gurney,Plastic Express,,–,100,4450,running,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,3,4,39,usa,Ken_Schrader,Ken Schrader,Rose Brothers Trucking,,–,100,3500,running,9,280
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,4,12,15,usa,George_Snider,George Snider,Dick Kreig Motor Home Rentals,,–,100,2150,running,0,240
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,5,9,28,usa,Billy_Engelhart,Billy Engelhart,Tipp Machine & Tool,,–,100,,running,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,6,19,10,usa,Steve_Kinser,Steve Kinser,Aristocrat Products,,–,100,,running,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,7,2,21,usa,Ron_Shuman,Ron Shuman,OFIXCO,,–,100,,running,3,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,8,3,20,usa,Larry_Rice,Larry Rice,Stenger Leasing,,–,100,,running,0,100
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,9,15,33,usa,Ron_Burke,Ron Burke,Speed Specialties,,–,100,,running,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,10,14,47,usa,Gary_Hieber,Gary Hieber,Scrappy's Auto Service,,–,99,,running,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,11,24,29,usa,Rich_Vogler,Rich Vogler,Seymour Enterprises,,–,99,,running,0,40
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,12,27,86,usa,Billy_Vukovich_Jr,"Billy Vukovich, Jr.",Carter-Maxwell / Goodyear Racing Tires,,–,98,,running,0,20
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,13,13,22,usa,Jerry_Nemire,Jerry Nemire,Leslie Oil / Villa Brothers Concrete,,–,97,,running,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,14,30,84,usa,Bud_Wilmot,Bud Wilmot,Wilmot,,–,97,,running,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,15,22,51,usa,Steve_Siegel,Steve Siegel,GCQ Racing,,–,81,,engine,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,16,5,12,usa,Sheldon_Kinser,Sheldon Kinser,Ben's Tire Clinic,,–,75,,crash,8,10
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,17,10,55,usa,Tom_Bigelow,Tom Bigelow,Pizza Hut of St. Louis,,–,71,,engine,0,8
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,18,20,67,usa,Mike_Winblad,Mike Winblad,Winco Industries,,–,66,,tire,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,19,7,34,usa,Jack_Hewitt,Jack Hewitt,Amerling,,–,48,,suspension,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,20,28,78,usa,Mike_Johnson_(3),Mike Johnson,Conrad & Sons,,–,47,,engine,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,21,16,18,usa,Larry_Dickson,Larry Dickson,Custom Chrome Plating,,–,44,,engine,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,22,23,97,usa,Larry_Martin,Larry Martin,Springfield Battery,,–,33,,oil leak,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,23,8,56,usa,Steve_Chassey,Steve Chassey,Genesee Beer Wagon,,–,29,,rear end,0,6
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,24,18,5,usa,Bobby_Olivero,Bobby Olivero,Moran Electric,,–,28,,engine,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,25,25,37,usa,Randy_Bateman,Randy Bateman,Health Marts,,–,21,,clutch,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,26,21,58,usa,Mark_Alderson,Mark Alderson,Radio Hospital,,–,15,,engine,0,4
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,27,29,69,usa,Joe_Saldana,Joe Saldana,McClure Plastics,,–,12,,rear end,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,28,17,93,usa,Bob_Cicconi,Bob Cicconi,Cicconi Racing,,–,3,,engine,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,29,26,23,usa,Jim_McElreath,Jim McElreath,–,,–,1,,engine,0,
1983,UO,1983_Ted_Horn_Memorial,1983_01_UO,30,6,75,usa,Rickey_Hood,Rickey Hood,King's Brake-O,,–,0,,crash,0,
1983,UO,1984_Indianapolis_500,1983_02_UO,1,3,6,usa,Rick_Mears,Rick Mears,Pennzoil Z-7,,March / Cosworth,200,434061,running,119,1000
1983,UO,1984_Indianapolis_500,1983_02_UO,2,7,9,colombia,Roberto_Guerrero,Roberto Guerrero,Master Mechanic,,March / Cosworth,198,171666,running,0,800
1983,UO,1984_Indianapolis_500,1983_02_UO,3,10,2,usa,Al_Unser,Al Unser,Miller High Life,,March / Cosworth,198,116611,running,0,700
1983,UO,1984_Indianapolis_500,1983_02_UO,4,16,21,usa,Al_Holbert,Al Holbert,CRC Chemicals,,March / Cosworth,198,107066,running,0,600
1983,UO,1984_Indianapolis_500,1983_02_UO,5,4,99,usa,Michael_Andretti,Michael Andretti,Kraco Car Stereo,,March / Cosworth,198,119231,running,0,500
1983,UO,1984_Indianapolis_500,1983_02_UO,6,12,14,usa,A_J_Foyt,A.J. Foyt,Greer-Gilmore,,March / Cosworth,197,79276,running,0,400
1983,UO,1984_Indianapolis_500,1983_02_UO,7,18,5,usa,Bobby_Rahal,Bobby Rahal,7-Eleven / Red Roof Inns,,March / Cosworth,197,74996,running,0,300
1983,UO,1984_Indianapolis_500,1983_02_UO,8,9,28,usa,Herm_Johnson,Herm Johnson,Menards / Cashway Lumber,,March / Cosworth,194,73560,running,0,250
1983,UO,1984_Indianapolis_500,1983_02_UO,9,11,25,usa,Danny_Ongais,Danny Ongais,Interscope Racing,,March / Cosworth,193,68085,running,3,200
1983,UO,1984_Indianapolis_500,1983_02_UO,10,24,55,mexico,Josele_Garza,Josele Garza,Schaefer,,March / Cosworth,193,66910,running,0,150
1983,UO,1984_Indianapolis_500,1983_02_UO,11,31,4,usa,George_Snider,George Snider,Calumet Farms,,March / Cosworth,193,69357,running,0,100
1983,UO,1984_Indianapolis_500,1983_02_UO,12,32,50,usa,Dennis_Firestone,Dennis Firestone,Hoosier Transportation,,March / Cosworth,186,62765,running,0,50
1983,UO,1984_Indianapolis_500,1983_02_UO,13,2,41,usa,Howdy_Holmes,Howdy Holmes,Jiffy Mixes,,March / Cosworth,185,85209,running,0,
1983,UO,1984_Indianapolis_500,1983_02_UO,14,13,77,usa,Tom_Gloy,Tom Gloy,Simoniz Fiinsh,,March / Cosworth,179,62467,engine,0,
1983,UO,1984_Indianapolis_500,1983_02_UO,15,33,73,usa,Chris_Kneifel,Chris Kneifel,SPA*Erobics,,Primus / Cosworth,175,61183,transmission,0,25
1983,UO,1984_Indianapolis_500,1983_02_UO,16,1,1,usa,Tom_Sneva,Tom Sneva,Texaco Star,,March / Cosworth,168,112935,hub carrier,31,25
1983,UO,1984_Indianapolis_500,1983_02_UO,17,6,3,usa,Mario_Andretti,Mario Andretti,Budweiser,,Lola / Cosworth,153,72323,nose cone,29,20
1983,UO,1984_Indianapolis_500,1983_02_UO,18,26,37,usa,Scott_Brayton,Scott Brayton,Buick Dealers,,March / Buick,150,64397,engine,0,20
1983,UO,1984_Indianapolis_500,1983_02_UO,19,21,10,usa,Pancho_Carter,Pancho Carter,American Dream,,March / Cosworth,141,59057,engine,0,20
1983,UO,1984_Indianapolis_500,1983_02_UO,20,27,98,usa,Kevin_Cogan,Kevin Cogan,Dubonnet / Curb Records,,Eagle / Pontiac,137,65853,wheel,0,20
1983,UO,1984_Indianapolis_500,1983_02_UO,21,15,7,usa,Al_Unser_Jr,"Al Unser, Jr.",Coors Light,,March / Cosworth,131,67985,water pump,4,15
1983,UO,1984_Indianapolis_500,1983_02_UO,22,30,84,usa,Johnny_Rutherford,Johnny Rutherford,Foyt-Gilmore,,March / Cosworth,116,56453,engine,0,15
1983,UO,1984_Indianapolis_500,1983_02_UO,23,20,22,usa,Dick_Simon,Dick Simon,Break Free,,March / Cosworth,112,64057,running,0,15
1983,UO,1984_Indianapolis_500,1983_02_UO,24,14,33,italy,Teo_Fabi,Teo Fabi,Skoal Bandit,,March / Cosworth,104,71197,fuel system,14,15
1983,UO,1984_Indianapolis_500,1983_02_UO,25,5,20,usa,Gordon_Johncock,Gordon Johncock,STP Oil Treatment,,March / Cosworth,103,61373,crash,0,10
1983,UO,1984_Indianapolis_500,1983_02_UO,26,17,16,usa,Tony_Bettenhausen_Jr,Tony Bettenhausen Jr,Provimi Veal,,March / Cosworth,86,55585,piston,0,10
1983,UO,1984_Indianapolis_500,1983_02_UO,27,29,61,ireland,Derek_Daly,Derek Daly,Provimi Veal,,March / Cosworth,76,55333,handling,0,10
1983,UO,1984_Indianapolis_500,1983_02_UO,28,22,40,usa,Chip_Ganassi,Chip Ganassi,Old Milwaukee,,March / Cosworth,61,54617,engine,0,10
1983,UO,1984_Indianapolis_500,1983_02_UO,29,28,30,usa,Danny_Sullivan,Danny Sullivan,Domino's Pizza,,Lola / Cosworth,57,57937,wheel,0,5
1983,UO,1984_Indianapolis_500,1983_02_UO,30,19,35,usa,Patrick_Bedard,Patrick Bedard,Escort Radar Detectors,,March / Cosworth,55,56793,crash,0,
1983,UO,1984_Indianapolis_500,1983_02_UO,31,25,57,usa,Spike_Gehlhausen,Spike Gehlhausen,Little Kings,,March / Cosworth,45,54185,crash,0,5
1983,UO,1984_Indianapolis_500,1983_02_UO,32,23,47,brazil,Emerson_Fittipaldi,Emerson Fittipaldi,GTS Racing,,March / Cosworth,37,53800,oil pressure,0,5
1983,UO,1984_Indianapolis_500,1983_02_UO,33,8,18,australia,Geoff_Brabham,Geoff Brabham,Kraco Car Stereo,,March / Cosworth,1,54077,fuel line,0,5
